timestamp_min,temperature_C,humidity_percent,temperature_rate_C_per_min,condition,time_to_critical_min
2462,4.1,65.49,0.0414,Normal,142.65
2463,4.13,65.36,-0.0,Normal,
2464,4.1,65.42,-0.0696,Normal,
2465,3.99,65.39,-0.0078,Normal,
2466,4.08,64.84,0.1052,Normal,56.25
2467,4.2,65.12,0.043,Normal,134.85
2468,4.17,65.26,-0.0183,Normal,
2469,4.17,65.56,0.0394,Normal,147.94
2470,4.24,65.21,0.0628,Normal,91.64
2471,4.29,65.16,0.0268,Normal,212.96
2472,4.3,64.98,0.0732,Normal,77.85
2473,4.44,65.24,0.0403,Normal,137.89
2474,4.38,64.91,-0.045,Normal,
2475,4.35,65.02,-0.0058,Normal,
2476,4.37,65.33,0.0412,Normal,136.69
2477,4.43,65.57,0.0447,Normal,124.67
2478,4.46,65.22,0.0052,Normal,1056.58
2479,4.44,65.49,-0.0099,Normal,
2480,4.44,65.61,-0.0148,Normal,
2481,4.41,65.36,-0.0177,Normal,
2482,4.4,65.43,-0.0312,Normal,
2483,4.35,65.38,-0.0638,Normal,
2484,4.27,65.66,-0.0494,Normal,
2485,4.25,66.02,0.0494,Normal,116.45
2486,4.37,66.0,0.0208,Normal,270.38
2487,4.29,65.48,-0.0992,Normal,
2488,4.17,65.13,-0.0037,Normal,
2489,4.28,65.16,0.0707,Normal,80.81
2490,4.32,64.61,-0.0323,Normal,
2491,4.22,64.83,-0.0364,Normal,
2492,4.24,64.79,0.0341,Normal,169.0
2493,4.29,65.2,0.0138,Normal,415.35
2494,4.27,65.22,-0.0011,Normal,
2495,4.29,65.82,-0.0763,Normal,
2496,4.12,65.99,-0.0886,Normal,
2497,4.11,66.13,-0.0309,Normal,
2498,4.06,66.12,0.0022,Normal,2749.84
2499,4.11,66.89,0.0608,Normal,96.86
2500,4.18,66.68,0.0154,Normal,378.78
2501,4.14,66.57,-0.0888,Normal,
2502,4.0,66.49,-0.0425,Normal,
2503,4.06,66.17,0.0713,Normal,83.38
2504,4.14,66.29,0.0126,Normal,465.98
2505,4.08,66.25,0.0346,Normal,171.16
2506,4.21,66.44,0.0643,Normal,90.04
2507,4.21,66.38,0.0034,Normal,1694.38
2508,4.22,66.25,-0.0811,Normal,
2509,4.05,66.76,-0.078,Normal,
2510,4.06,66.86,0.0039,Normal,1523.68
2511,4.06,66.68,-0.0098,Normal,
2512,4.04,66.28,0.0836,Normal,71.21
2513,4.23,65.97,0.0498,Normal,115.95
2514,4.14,65.86,0.0102,Normal,571.75
2515,4.25,65.86,0.0021,Normal,2769.63
2516,4.15,66.18,-0.0202,Normal,
2517,4.21,66.31,0.0579,Normal,100.13
2518,4.26,66.91,0.116,Normal,49.45
2519,4.44,66.74,0.1524,Normal,36.51
2520,4.57,66.83,0.0849,Normal,63.97
2521,4.61,66.41,0.0131,Normal,410.14
2522,4.59,66.21,0.0263,Normal,205.51
2523,4.66,66.47,-0.0499,Normal,
2524,4.49,66.47,-0.0381,Normal,
2525,4.58,66.42,0.074,Normal,73.16
2526,4.64,66.51,0.0428,Normal,125.1
2527,4.67,66.44,-0.035,Normal,
2528,4.57,66.16,-0.0203,Normal,
2529,4.63,66.17,0.0228,Normal,235.23
2530,4.62,66.06,-0.0177,Normal,
2531,4.59,66.32,-0.0256,Normal,
2532,4.57,65.99,0.0163,Normal,332.6
2533,4.63,65.94,0.031,Normal,173.34
2534,4.63,66.34,0.0004,Normal,12393.52
2535,4.63,66.41,-0.048,Normal,
2536,4.53,66.36,-0.0228,Normal,
2537,4.58,65.97,0.0324,Normal,167.17
2538,4.6,65.99,0.0097,Normal,557.82
2539,4.6,66.25,0.015,Normal,359.26
2540,4.63,66.62,-0.0264,Normal,
2541,4.55,66.65,-0.0364,Normal,
2542,4.55,66.39,0.0416,Normal,130.8
2543,4.63,66.97,0.0376,Normal,142.9
2544,4.63,67.09,0.0027,Normal,1988.58
2545,4.64,66.92,-0.0694,Normal,
2546,4.49,66.74,-0.1285,Normal,
2547,4.38,67.17,-0.0603,Normal,
2548,4.37,67.08,0.031,Normal,181.83
2549,4.44,66.8,0.0049,Normal,1136.34
2550,4.38,66.82,0.0105,Normal,536.44
2551,4.46,66.94,0.0511,Normal,108.4
2552,4.48,66.96,0.0259,Normal,212.69
2553,4.51,67.01,-0.0252,Normal,
2554,4.43,67.02,-0.0841,Normal,
2555,4.35,67.04,-0.0622,Normal,
2556,4.31,67.68,-0.0208,Normal,
2557,4.3,67.33,-0.007,Normal,
2558,4.29,67.46,0.0616,Normal,92.68
2559,4.43,67.31,0.0036,Normal,1531.97
2560,4.3,67.51,-0.1185,Normal,
2561,4.19,67.4,-0.0655,Normal,
2562,4.17,67.39,0.0173,Normal,337.75
2563,4.23,67.22,0.0166,Normal,347.53
2564,4.2,67.21,-0.005,Normal,
2565,4.22,67.24,0.0234,Normal,246.96
2566,4.25,67.45,0.0331,Normal,173.48
2567,4.28,67.56,-0.0476,Normal,
2568,4.15,67.57,-0.0441,Normal,
2569,4.19,67.76,-0.0085,Normal,
2570,4.14,67.59,-0.0507,Normal,
2571,4.09,67.73,0.0184,Normal,321.25
2572,4.17,67.62,0.0777,Normal,75.0
2573,4.25,67.65,0.0313,Normal,183.52
2574,4.24,67.6,0.0249,Normal,231.5
2575,4.3,67.68,0.1209,Normal,47.17
2576,4.48,67.47,0.1118,Normal,49.4
2577,4.52,67.34,-0.014,Normal,
2578,4.45,67.34,-0.0293,Normal,
2579,4.46,68.06,-0.0019,Normal,
2580,4.45,67.78,0.0036,Normal,1562.14
2581,4.47,67.26,0.0072,Normal,763.72
2582,4.46,67.27,0.0281,Normal,197.05
2583,4.53,67.51,0.0116,Normal,470.29
2584,4.48,67.47,-0.0508,Normal,
2585,4.42,67.19,-0.0182,Normal,
2586,4.45,66.87,-0.0042,Normal,
2587,4.42,66.62,0.0054,Normal,1033.77
2588,4.46,67.07,-0.0301,Normal,
2589,4.36,66.61,-0.0571,Normal,
2590,4.35,66.62,0.0038,Normal,1507.59
2591,4.36,66.5,0.0007,Normal,7820.94
2592,4.35,66.6,0.0336,Normal,168.3
2593,4.43,66.11,0.0269,Normal,207.38
2594,4.4,66.16,-0.0515,Normal,
2595,4.33,66.59,-0.0621,Normal,
2596,4.28,66.58,-0.0032,Normal,
2597,4.32,66.43,-0.0516,Normal,
2598,4.17,66.33,-0.0327,Normal,
2599,4.26,66.24,0.7334,Normal,7.83
2600,5.64,62.34,0.6751,Normal,6.46
2601,5.61,62.48,0.0036,Normal,1237.4
2602,5.65,61.1,0.0173,Normal,251.59
2603,5.64,62.63,0.0144,Normal,303.58
2604,5.68,62.11,0.0382,Normal,113.29
2605,5.72,62.96,0.1596,Normal,26.85
2606,5.99,61.95,0.1077,Normal,37.2
2607,5.93,62.08,0.0173,Normal,234.64
2608,6.03,62.6,0.0866,Normal,45.86
2609,6.1,62.58,0.1528,Normal,25.49
2610,6.33,62.09,-0.0409,Normal,
2611,6.02,62.39,-0.1201,Normal,
2612,6.09,62.0,0.0884,Normal,44.19
2613,6.2,62.28,0.0845,Normal,44.95
2614,6.26,62.91,0.0798,Normal,46.82
2615,6.36,62.68,0.134,Normal,27.18
2616,6.53,62.49,0.0697,Normal,49.79
2617,6.5,63.0,-0.0534,Normal,
2618,6.42,61.95,0.0844,Normal,42.35
2619,6.67,63.15,0.2202,Normal,15.13
2620,6.87,63.06,0.0789,Normal,39.71
2621,6.83,62.97,-0.0107,Normal,
2622,6.84,63.77,-0.0577,Normal,
2623,6.71,63.32,0.1335,Normal,24.64
2624,7.11,63.31,0.211,Normal,13.69
2625,7.13,63.0,-0.0267,Normal,
2626,7.06,63.31,-0.0947,Normal,
2627,6.94,62.88,0.0174,Normal,175.64
2628,7.09,63.73,0.1836,Normal,15.84
2629,7.31,63.58,0.1368,Normal,19.66
2630,7.37,63.43,0.0732,Normal,35.99
2631,7.46,63.55,0.0294,Normal,86.67
2632,7.42,63.49,0.0393,Normal,65.53
2633,7.53,63.48,0.0967,Normal,25.48
2634,7.62,63.25,-0.0113,Normal,
2635,7.51,64.02,0.0174,Normal,142.98
2636,7.65,63.62,0.1396,Normal,16.82
2637,7.79,63.61,0.0555,Normal,39.77
2638,7.76,64.46,0.086,Normal,26.01
2639,7.96,64.58,0.0567,Normal,35.91
2640,7.88,64.49,-0.0395,Normal,
2641,7.88,63.69,-0.0227,Normal,
2642,7.83,64.77,0.0634,Normal,34.2
2643,8.01,64.1,0.1176,Warning,16.91
2644,8.07,64.48,0.0795,Warning,24.3
2645,8.17,63.73,0.1141,Warning,16.04
2646,8.3,63.73,0.0415,Warning,41.05
2647,8.25,63.51,-0.0146,Warning,
2648,8.27,64.47,0.0149,Warning,116.25
2649,8.28,63.86,0.1169,Warning,14.69
2650,8.5,64.28,0.2183,Warning,6.87
2651,8.72,65.28,0.0254,Warning,50.46
2652,8.55,64.82,0.0103,Warning,140.86
2653,8.74,64.41,0.0349,Warning,36.11
2654,8.62,64.7,0.0231,Warning,59.69
2655,8.79,64.58,0.1375,Warning,8.83
2656,8.9,64.5,0.0208,Warning,53.02
2657,8.83,64.89,0.0577,Warning,20.3
2658,9.01,64.43,0.1432,Warning,6.91
2659,9.11,64.24,0.0214,Warning,41.32
2660,9.05,64.9,-0.0026,Warning,
2661,9.11,64.82,0.158,Warning,5.64
2662,9.37,64.76,0.1831,Warning,3.44
2663,9.48,65.32,-0.0112,Warning,
2664,9.35,65.39,0.0635,Warning,10.27
2665,9.6,64.85,0.0115,Warning,34.57
2666,9.37,65.0,-0.0399,Warning,
2667,9.52,64.66,0.1057,Warning,4.52
2668,9.58,66.08,0.0648,Warning,6.46
2669,9.65,65.33,0.0344,Warning,10.12
2670,9.65,65.86,0.0209,Warning,16.71
2671,9.69,66.29,0.1621,Warning,1.89
2672,9.97,65.7,0.0926,Warning,0.27
2673,9.88,66.06,0.0265,Warning,4.57
2674,10.03,65.38,0.0394,Critical,0.0
2675,9.96,65.22,0.0326,Warning,1.29
2676,10.09,66.07,0.0271,Critical,0.0
2677,10.01,65.67,-0.0103,Critical,0.0
2678,10.07,65.54,0.136,Critical,0.0
2679,10.28,65.66,0.1019,Critical,0.0
2680,10.28,65.35,0.0454,Critical,0.0
2681,10.37,66.03,0.0429,Critical,0.0
2682,10.36,66.02,0.0597,Critical,0.0
2683,10.49,65.82,0.0301,Critical,0.0
2684,10.42,66.92,0.0275,Critical,0.0
2685,10.55,66.21,0.1595,Critical,0.0
2686,10.74,67.71,0.0356,Critical,0.0
2687,10.62,66.53,-0.0087,Critical,0.0
2688,10.72,66.18,0.081,Critical,0.0
2689,10.78,66.0,0.0867,Critical,0.0
2690,10.9,65.91,0.1267,Critical,0.0
2691,11.04,66.57,0.0785,Critical,0.0
2692,11.05,66.41,0.0074,Critical,0.0
2693,11.05,66.77,-0.0035,Critical,0.0
2694,11.05,66.56,0.0403,Critical,0.0
2695,11.13,66.39,0.0222,Critical,0.0
2696,11.09,67.34,0.0669,Critical,0.0
2697,11.27,67.32,0.1871,Critical,0.0
2698,11.47,66.39,0.0439,Critical,0.0
2699,11.35,67.97,0.0873,Critical,0.0
2700,11.64,66.99,0.1138,Critical,0.0
2701,11.58,66.8,0.0073,Critical,0.0
2702,11.65,66.81,-0.0316,Critical,0.0
2703,11.52,66.62,0.0435,Critical,0.0
2704,11.74,66.75,0.1386,Critical,0.0
2705,11.79,66.82,0.0279,Critical,0.0
2706,11.8,67.64,0.0726,Critical,0.0
2707,11.94,67.35,0.1265,Critical,0.0
2708,12.05,67.59,0.108,Critical,0.0
2709,12.16,67.27,0.0077,Critical,0.0
2710,12.07,66.98,-0.015,Critical,0.0
2711,12.13,67.94,0.1292,Critical,0.0
2712,12.32,67.98,0.0054,Critical,0.0
2713,12.14,68.08,-0.0655,Critical,0.0
2714,12.19,68.06,0.1171,Critical,0.0
2715,12.37,68.03,0.0802,Critical,0.0
2716,12.35,68.27,0.0161,Critical,0.0
2717,12.4,67.58,0.0734,Critical,0.0
2718,12.5,67.2,0.1224,Critical,0.0
2719,12.65,68.67,-4.6906,Critical,0.0
2720,3.12,65.78,-4.7884,Normal,
2721,3.07,65.62,-0.0581,Normal,
2722,3.0,65.49,-0.0038,Normal,
2723,3.06,65.43,-0.0238,Normal,
2724,2.96,65.88,-0.0412,Normal,
2725,2.98,65.52,-0.0049,Normal,
2726,2.95,65.55,0.0505,Normal,139.67
2727,3.08,65.27,0.1072,Normal,64.52
2728,3.16,65.62,0.0139,Normal,492.26
2729,3.11,65.55,-0.0666,Normal,
2730,3.03,65.5,-0.0429,Normal,
2731,3.02,65.67,0.0421,Normal,165.54
2732,3.11,65.48,-0.0351,Normal,
2733,2.95,65.48,-0.067,Normal,
2734,2.98,65.54,-0.0013,Normal,
2735,2.95,65.57,0.0476,Normal,148.24
2736,3.07,65.67,0.0457,Normal,151.65
2737,3.04,65.54,-0.0217,Normal,
2738,3.03,65.95,-0.0141,Normal,
2739,3.01,65.94,-0.0266,Normal,
2740,2.98,66.22,0.0591,Normal,118.86
2741,3.13,66.33,0.0817,Normal,84.06
2742,3.14,66.34,-0.0921,Normal,
2743,2.95,66.53,-0.09,Normal,
2744,2.96,66.63,-0.0231,Normal,
2745,2.9,66.54,-0.0449,Normal,
2746,2.87,66.79,-0.0316,Normal,
2747,2.84,67.31,0.0021,Normal,3436.15
2748,2.87,67.0,0.0121,Normal,589.35
2749,2.86,66.83,-0.0929,Normal,
2750,2.69,67.23,-0.0596,Normal,
2751,2.74,67.37,0.0347,Normal,208.87
2752,2.76,67.02,-0.0127,Normal,
2753,2.72,67.23,-0.0614,Normal,
2754,2.63,66.6,-0.0511,Normal,
2755,2.62,66.56,-0.0037,Normal,
2756,2.63,66.74,0.0309,Normal,238.41
2757,2.68,66.81,0.0733,Normal,99.86
2758,2.77,66.43,0.068,Normal,106.27
2759,2.81,66.59,-0.0294,Normal,
2760,2.71,66.21,-0.0794,Normal,
2761,2.65,66.05,0.0003,Normal,24557.89
2762,2.72,65.89,-0.0041,Normal,
2763,2.65,65.74,0.0105,Normal,700.9
2764,2.74,65.74,0.0376,Normal,193.31
2765,2.72,65.71,0.0445,Normal,163.51
2766,2.83,65.53,0.1043,Normal,68.79
2767,2.93,65.58,0.0462,Normal,153.01
2768,2.92,66.21,-0.0486,Normal,
2769,2.83,66.12,-0.0915,Normal,
2770,2.73,66.35,0.0183,Normal,397.67
2771,2.87,66.77,0.1165,Normal,61.19
2772,2.97,66.72,0.0343,Normal,204.74
2773,2.94,66.3,0.0668,Normal,105.67
2774,3.1,66.42,0.0618,Normal,111.71
2775,3.06,66.75,-0.0586,Normal,
2776,2.98,66.86,-0.0458,Normal,
2777,2.97,67.02,-0.0094,Normal,
2778,2.97,66.65,0.0005,Normal,14652.45
2779,2.97,66.92,0.0019,Normal,3790.33
2780,2.97,67.11,-0.043,Normal,
2781,2.89,67.1,-0.0668,Normal,
2782,2.84,67.29,-0.0237,Normal,
2783,2.84,67.46,0.0448,Normal,159.98
2784,2.92,67.63,0.0544,Normal,129.98
2785,2.95,67.38,0.0108,Normal,652.28
2786,2.95,67.25,-0.0139,Normal,
2787,2.92,67.16,-0.053,Normal,
2788,2.84,66.67,-0.0659,Normal,
2789,2.79,66.72,-0.0807,Normal,
2790,2.68,66.72,0.0221,Normal,331.5
2791,2.83,66.98,0.1418,Normal,50.57
2792,2.96,67.07,0.1124,Normal,62.59
2793,3.06,66.89,0.0209,Normal,331.82
2794,3.0,66.21,0.0217,Normal,322.78
2795,3.1,66.59,0.0253,Normal,272.55
2796,3.06,66.53,-0.0523,Normal,
2797,2.99,66.63,0.0148,Normal,471.95
2798,3.08,66.19,0.0614,Normal,112.67
2799,3.12,66.12,0.0209,Normal,329.09
2800,3.13,66.24,-0.003,Normal,
2801,3.11,66.21,-0.0161,Normal,
2802,3.09,66.45,0.0082,Normal,842.6
2803,3.13,66.51,-0.0341,Normal,
2804,3.03,66.41,-0.0149,Normal,
2805,3.1,66.42,0.0623,Normal,110.73
2806,3.15,66.86,0.0679,Normal,100.83
2807,3.23,66.89,0.0211,Normal,320.59
2808,3.19,66.25,-0.0272,Normal,
2809,3.18,66.17,0.0089,Normal,768.11
2810,3.21,66.13,0.0028,Normal,2425.3
2811,3.19,65.68,-0.0504,Normal,
2812,3.11,65.8,0.031,Normal,221.98
2813,3.25,65.78,0.0817,Normal,82.6
2814,3.27,66.02,-0.0193,Normal,
2815,3.21,66.11,-0.0621,Normal,
2816,3.15,66.32,-0.0236,Normal,
2817,3.16,66.4,-0.0252,Normal,
2818,3.1,66.58,0.0521,Normal,132.49
2819,3.27,66.32,0.0698,Normal,96.48
2820,3.24,66.38,0.0179,Normal,378.45
2821,3.3,66.24,-0.0819,Normal,
2822,3.07,66.58,-0.0829,Normal,
2823,3.14,66.15,0.0061,Normal,1122.07
2824,3.09,66.54,0.0336,Normal,205.68
2825,3.2,66.77,0.0509,Normal,133.62
2826,3.19,66.79,-0.0123,Normal,
2827,3.18,67.08,-0.0403,Normal,
2828,3.11,66.87,0.0054,Normal,1281.62
2829,3.19,66.86,0.0955,Normal,71.28
2830,3.3,66.7,0.0529,Normal,126.55
2831,3.3,66.46,-0.0019,Normal,
2832,3.3,66.1,-0.0192,Normal,
2833,3.26,65.74,0.0083,Normal,817.22
2834,3.31,65.92,-0.0415,Normal,
2835,3.17,66.25,0.0307,Normal,222.45
2836,3.37,66.26,0.0743,Normal,89.24
2837,3.32,66.97,-0.0784,Normal,
2838,3.22,66.97,-0.0456,Normal,
2839,3.23,67.31,0.0216,Normal,313.75
2840,3.26,67.18,-0.0237,Normal,
2841,3.18,67.1,-0.0783,Normal,
2842,3.1,67.11,-0.0628,Normal,
2843,3.06,66.74,0.0276,Normal,251.17
2844,3.16,66.61,-0.0005,Normal,
2845,3.06,66.57,-0.048,Normal,
2846,3.06,66.13,0.016,Normal,433.57
2847,3.09,65.87,0.0817,Normal,84.58
2848,3.23,66.0,0.0524,Normal,129.16
2849,3.19,65.82,-0.0202,Normal,
2850,3.19,65.97,-0.0052,Normal,
2851,3.18,65.91,0.0013,Normal,5183.46
2852,3.19,65.76,-0.0114,Normal,
2853,3.16,65.24,0.0252,Normal,271.18
2854,3.24,65.32,0.008,Normal,844.03
2855,3.18,65.79,-0.0275,Normal,
2856,3.18,65.53,0.0378,Normal,180.56
2857,3.25,65.63,0.0501,Normal,134.81
2858,3.28,65.53,0.0338,Normal,198.69
2859,3.32,65.46,0.0403,Normal,165.94
2860,3.36,64.98,0.0049,Normal,1359.01
2861,3.33,65.41,-0.048,Normal,
2862,3.27,65.26,-0.0486,Normal,
2863,3.23,64.96,-0.1062,Normal,
2864,3.06,64.9,-0.0829,Normal,
2865,3.07,64.89,-0.0004,Normal,
2866,3.06,64.9,0.0351,Normal,197.76
2867,3.14,64.85,0.018,Normal,382.34
2868,3.09,64.78,0.0002,Normal,32811.68
2869,3.14,65.14,-0.002,Normal,
2870,3.09,65.16,-0.0116,Normal,
2871,3.11,64.91,0.0144,Normal,479.82
2872,3.12,64.55,-0.0699,Normal,
2873,2.97,64.64,-0.0861,Normal,
2874,2.94,64.69,-0.0161,Normal,
2875,2.94,64.44,-0.0025,Normal,
2876,2.94,64.14,0.0538,Normal,131.19
2877,3.05,63.8,0.0478,Normal,145.38
2878,3.03,63.54,0.015,Normal,464.85
2879,3.08,63.45,0.0021,Normal,3342.86
2880,3.04,63.67,-0.0196,Normal,
2881,3.04,63.8,-0.0381,Normal,
2882,2.96,63.44,-0.035,Normal,
2883,2.97,63.36,0.0293,Normal,239.54
2884,3.02,63.34,0.0333,Normal,209.84
2885,3.04,62.94,0.0837,Normal,83.15
2886,3.19,62.9,0.1034,Normal,65.85
2887,3.24,62.69,0.0402,Normal,167.96
2888,3.27,62.36,0.0304,Normal,221.4
2889,3.3,62.27,0.0193,Normal,347.79
2890,3.31,62.45,-0.0481,Normal,
2891,3.21,62.28,-0.031,Normal,
2892,3.25,62.8,0.0128,Normal,528.98
2893,3.23,62.95,-0.0098,Normal,
2894,3.23,63.43,-0.0742,Normal,
2895,3.09,63.46,-0.1349,Normal,
2896,2.96,62.83,-0.0531,Normal,
2897,2.98,62.87,0.0005,Normal,13901.81
2898,2.96,62.84,0.1125,Normal,62.59
2899,3.2,62.78,0.1443,Normal,47.08
2900,3.25,62.61,0.0322,Normal,209.68
2901,3.27,62.55,-0.0046,Normal,
2902,3.24,63.01,0.0307,Normal,220.56
2903,3.33,63.04,-0.0451,Normal,
2904,3.15,62.95,0.016,Normal,429.65
2905,3.36,62.89,0.1522,Normal,43.6
2906,3.45,63.26,0.0529,Normal,123.84
2907,3.47,63.04,-0.0887,Normal,
2908,3.27,63.22,-0.13,Normal,
2909,3.21,63.26,-0.0826,Normal,
2910,3.11,63.19,-0.0486,Normal,
2911,3.11,63.26,-0.0432,Normal,
2912,3.02,63.56,-0.0685,Normal,
2913,2.97,63.14,-0.0282,Normal,
2914,2.97,63.15,0.0021,Normal,3410.63
2915,2.98,63.49,-0.003,Normal,
2916,2.96,63.46,-0.0536,Normal,
2917,2.87,63.67,-0.0368,Normal,
2918,2.89,63.56,-0.0688,Normal,
2919,2.73,63.92,-0.1253,Normal,
2920,2.63,63.77,-0.0348,Normal,
2921,2.66,63.47,-0.0454,Normal,
2922,2.54,62.94,-0.0309,Normal,
2923,2.6,62.81,0.1459,Normal,50.7
2924,2.84,62.56,0.0802,Normal,89.29
2925,2.76,62.42,-0.0271,Normal,
2926,2.78,62.3,0.0342,Normal,210.95
2927,2.83,62.06,-0.0308,Normal,
2928,2.72,61.61,-0.1442,Normal,
2929,2.54,61.48,-0.101,Normal,
2930,2.52,61.32,0.0377,Normal,198.47
2931,2.62,61.63,0.0363,Normal,203.12
2932,2.59,61.18,-0.0361,Normal,
2933,2.55,61.03,-0.0454,Normal,
2934,2.5,60.85,-0.0228,Normal,
2935,2.5,60.76,0.0,Normal,
2936,2.5,60.81,0.0144,Normal,520.3
2937,2.53,60.58,0.0653,Normal,114.49
2938,2.63,60.34,-0.0139,Normal,
2939,2.5,60.43,-0.0653,Normal,
2940,2.5,60.51,-0.0005,Normal,
2941,2.5,60.86,0.0269,Normal,278.9
2942,2.55,60.48,0.0,Normal,
2943,2.5,60.9,-0.0269,Normal,
2944,2.5,60.69,0.0,Normal,
2945,2.5,60.61,0.0,Normal,
2946,2.5,60.78,0.0,Normal,
2947,2.5,60.4,0.018,Normal,415.78
2948,2.54,60.66,0.0,Normal,
2949,2.5,60.93,-0.0165,Normal,
2950,2.5,61.2,0.0,Normal,
2951,2.5,60.57,-0.0015,Normal,
2952,2.5,60.83,0.0,Normal,
2953,2.5,60.74,0.0,Normal,
2954,2.5,60.01,0.0669,Normal,112.18
2955,2.63,59.79,0.0871,Normal,84.59
2956,2.67,59.77,0.0705,Normal,103.86
2957,2.77,59.87,0.0409,Normal,176.62
2958,2.76,59.64,0.0225,Normal,321.71
2959,2.82,59.17,0.0577,Normal,124.33
2960,2.87,58.9,0.0759,Normal,93.89
2961,2.97,58.94,0.0759,Normal,92.65
2962,3.02,58.96,-0.0443,Normal,
2963,2.88,58.75,-0.0432,Normal,
2964,2.94,58.79,0.0741,Normal,95.27
2965,3.03,58.89,0.0086,Normal,813.01
2966,2.95,58.69,-0.0346,Normal,
2967,2.96,58.11,0.0711,Normal,99.05
2968,3.1,58.22,0.116,Normal,59.51
2969,3.19,57.83,0.0989,Normal,68.84
2970,3.29,58.38,-0.0031,Normal,
2971,3.19,58.58,-0.0528,Normal,
2972,3.19,58.19,0.0198,Normal,344.73
2973,3.23,58.4,-0.0043,Normal,
2974,3.18,58.69,-0.0907,Normal,
2975,3.05,58.32,-0.0612,Normal,
2976,3.06,58.32,-0.0232,Normal,
2977,3.0,58.53,-0.0074,Normal,
2978,3.04,58.74,0.0163,Normal,426.58
2979,3.03,58.89,-0.0228,Normal,
2980,3.0,59.4,-0.0503,Normal,
2981,2.93,59.93,-0.0311,Normal,
2982,2.93,59.59,0.0561,Normal,125.9
2983,3.04,59.62,0.0888,Normal,78.36
2984,3.11,59.92,0.0476,Normal,144.82
2985,3.14,59.78,0.0525,Normal,130.57
2986,3.22,59.78,0.0665,Normal,102.05
2987,3.27,59.24,0.0453,Normal,148.48
2988,3.31,59.08,0.084,Normal,79.66
2989,3.44,59.23,0.0757,Normal,86.63
2990,3.46,59.36,-0.0303,Normal,
2991,3.38,59.76,0.0397,Normal,166.69
2992,3.54,59.86,0.1433,Normal,45.1
2993,3.67,59.72,0.0317,Normal,199.61
2994,3.6,59.73,-0.0145,Normal,
2995,3.64,59.63,0.0389,Normal,163.54
2996,3.68,59.71,-0.0184,Normal,
2997,3.6,59.84,-0.0054,Normal,
2998,3.67,59.88,0.0806,Normal,78.5
2999,3.76,59.57,0.0922,Normal,67.66
